Lift| -0.0 | Velocity| 0.0 | Wing Area| 0.8544 | Cl|-0.22270517922524263
Lift| -140.96681873401315 | Velocity| 28.444878619531224 | Wing Area| 0.8544 | Cl|-0.332921157901372
Lift| 59.25503081395309 | Velocity| 28.40884885346429 | Wing Area| 0.8544 | Cl|0.1402977232172835
Lift| 48.93542807459898 | Velocity| 28.38686323361497 | Wing Area| 0.8544 | Cl|0.11604361468109226
Lift| 41.26209946972163 | Velocity| 28.36607950942018 | Wing Area| 0.8544 | Cl|0.09799081216597834
Lift| 37.2440547929908 | Velocity| 28.344821221595893 | Wing Area| 0.8544 | Cl|0.08858132658282683
Lift| -134.15931503269508 | Velocity| 28.321739954545798 | Wing Area| 0.8544 | Cl|-0.3196050536539143
Lift| 68.26215046765529 | Velocity| 28.276427993340135 | Wing Area| 0.8544 | Cl|0.16314115773670865
Lift| 60.875168159187666 | Velocity| 28.234200188457358 | Wing Area| 0.8544 | Cl|0.1459223657068563
Lift| 53.84815843651647 | Velocity| 28.192081696916976 | Wing Area| 0.8544 | Cl|0.12946406290032697
Lift| 49.37825104987451 | Velocity| 28.149595981481074 | Wing Area| 0.8544 | Cl|0.11907594551421063
Lift| 47.18907057088068 | Velocity| 28.105415945416883 | Wing Area| 0.8544 | Cl|0.11415476829852933
Lift| 45.30522375899854 | Velocity| 28.058730853411912 | Wing Area| 0.8544 | Cl|0.10996257483334038
Lift| 41.90571419089757 | Velocity| 28.00982138985344 | Wing Area| 0.8544 | Cl|0.10206697297697913
Lift| 37.57857433650287 | Velocity| 27.95972706506323 | Wing Area| 0.8544 | Cl|0.09185591163526541
Lift| -131.9342286568699 | Velocity| 27.90937129554023 | Wing Area| 0.8544 | Cl|-0.32366075496206564
Lift| 61.656046792636275 | Velocity| 27.838646686067765 | Wing Area| 0.8544 | Cl|0.15202398219309612
Lift| 54.271667860800605 | Velocity| 27.775209833760517 | Wing Area| 0.8544 | Cl|0.13442843370743976
Lift| 47.457041319251914 | Velocity| 27.71309910092011 | Wing Area| 0.8544 | Cl|0.1180764089738081
Lift| 41.36401050085203 | Velocity| 27.65207356228822 | Wing Area| 0.8544 | Cl|0.10337128140242723
Lift| 35.41679789990616 | Velocity| 27.591964700325477 | Wing Area| 0.8544 | Cl|0.08889487201914877
Lift| -130.61094238170986 | Velocity| 27.532951646752185 | Wing Area| 0.8544 | Cl|-0.3292355220064557
Lift| 56.641624152432925 | Velocity| 27.45361626967442 | Wing Area| 0.8544 | Cl|0.14360489607463783
Lift| 48.471114586235124 | Velocity| 27.384575016539962 | Wing Area| 0.8544 | Cl|0.12351043825123878
Lift| 41.79081286141151 | Velocity| 27.31766024473187 | Wing Area| 0.8544 | Cl|0.1070105231454082
Lift| 37.03640246120905 | Velocity| 27.252036325960734 | Wing Area| 0.8544 | Cl|0.09529355824212637
Lift| 32.562656880672606 | Velocity| 27.187104317270357 | Wing Area| 0.8544 | Cl|0.08418342539789735
Lift| -128.12385937118404 | Velocity| 27.123192195902135 | Wing Area| 0.8544 | Cl|-0.3327982826868556
Lift| 52.4837167010348 | Velocity| 27.039444159947262 | Wing Area| 0.8544 | Cl|0.13717081859834562
Lift| 44.24402952802344 | Velocity| 26.967752949472914 | Wing Area| 0.8544 | Cl|0.11625130017732065
Lift| 37.45282821438803 | Velocity| 26.89910093267652 | Wing Area| 0.8544 | Cl|0.0989103541459714
Lift| 30.512935055256587 | Velocity| 26.83312209656829 | Wing Area| 0.8544 | Cl|0.08097934102813775
Lift| -129.49799933127034 | Velocity| 26.770457271819208 | Wing Area| 0.8544 | Cl|-0.3452901162704514
Lift| 42.29730667181152 | Velocity| 26.686000174971785 | Wing Area| 0.8544 | Cl|0.11349543984436748
Lift| 29.646018446378132 | Velocity| 26.62352210400517 | Wing Area| 0.8544 | Cl|0.07992230924007503
Lift| -131.1226946197325 | Velocity| 26.56740190417889 | Wing Area| 0.8544 | Cl|-0.3549869284285925
Lift| 36.59670746635576 | Velocity| 26.487901400060153 | Wing Area| 0.8544 | Cl|0.09967347038716133
Lift| -124.05875155364356 | Velocity| 26.435061496405446 | Wing Area| 0.8544 | Cl|-0.33923403928540935
Lift| 40.54176737797615 | Velocity| 26.36559576068442 | Wing Area| 0.8544 | Cl|0.11144489166290861
Lift| 27.626617222410065 | Velocity| 26.315965114554647 | Wing Area| 0.8544 | Cl|0.07622927225551435
Lift| -129.10480378580303 | Velocity| 26.272643106674547 | Wing Area| 0.8544 | Cl|-0.35741068893876504
Lift| 34.74764668258607 | Velocity| 26.206368534750986 | Wing Area| 0.8544 | Cl|0.09668172175946066
Lift| -122.38313516503757 | Velocity| 26.16592378789509 | Wing Area| 0.8544 | Cl|-0.3415718702279583
Lift| 40.94005854528905 | Velocity| 26.109592551012806 | Wing Area| 0.8544 | Cl|0.11475746273899319
Lift| 31.878322143578288 | Velocity| 26.069524264871454 | Wing Area| 0.8544 | Cl|0.08963175715097504
Lift| 24.404689349541858 | Velocity| 26.033538837247185 | Wing Area| 0.8544 | Cl|0.06880809532098195
Lift| -125.93610792526185 | Velocity| 26.001116894119882 | Wing Area| 0.8544 | Cl|-0.35595813854325903
Lift| 35.795467327444356 | Velocity| 25.946686896386677 | Wing Area| 0.8544 | Cl|0.10160074248059578
Lift| 23.73499868318338 | Velocity| 25.914836664161495 | Wing Area| 0.8544 | Cl|0.06753438159119561
Lift| -126.38289334022922 | Velocity| 25.888003180368496 | Wing Area| 0.8544 | Cl|-0.36034944237771993
Lift| 38.25081855429496 | Velocity| 25.839281463412863 | Wing Area| 0.8544 | Cl|0.10947439033776188
Lift| 32.2849530085981 | Velocity| 25.809039752386635 | Wing Area| 0.8544 | Cl|0.09261666376822947
Lift| 26.414380679790252 | Velocity| 25.781150506724046 | Wing Area| 0.8544 | Cl|0.07593963604271893
Lift| -119.46521176780315 | Velocity| 25.755752438131836 | Wing Area| 0.8544 | Cl|-0.34413246115890883
Lift| 41.00749538607363 | Velocity| 25.713140267293728 | Wing Area| 0.8544 | Cl|0.11851837113662908
Lift| 32.517875444493825 | Velocity| 25.684136381995348 | Wing Area| 0.8544 | Cl|0.09419435916370422
Lift| 26.69918902633458 | Velocity| 25.658274317856858 | Wing Area| 0.8544 | Cl|0.0774953866540882
Lift| 23.811159301001744 | Velocity| 25.634006418191245 | Wing Area| 0.8544 | Cl|0.06924369430347795
Lift| -116.45308718122735 | Velocity| 25.610388853105906 | Wing Area| 0.8544 | Cl|-0.33927458528467586
Lift| 44.8483890309919 | Velocity| 25.570401502169712 | Wing Area| 0.8544 | Cl|0.13107033829079862
Lift| 37.100209284725295 | Velocity| 25.53930025868742 | Wing Area| 0.8544 | Cl|0.10869036288402581
Lift| 30.52960162489977 | Velocity| 25.511101281729967 | Wing Area| 0.8544 | Cl|0.08963866722306232
Lift| 27.160073688209945 | Velocity| 25.484608802332335 | Wing Area| 0.8544 | Cl|0.0799112029436585
Lift| 26.53242074833414 | Velocity| 25.45815331692503 | Wing Area| 0.8544 | Cl|0.07822683290323362
Lift| 26.87320334128641 | Velocity| 25.430680192912035 | Wing Area| 0.8544 | Cl|0.07940286134156993
Lift| 26.385341657994058 | Velocity| 25.402046798141182 | Wing Area| 0.8544 | Cl|0.0781372218326955
Lift| 24.156169477593902 | Velocity| 25.37300456010625 | Wing Area| 0.8544 | Cl|0.07169963423132888
Lift| -115.55961830970703 | Velocity| 25.34474255388671 | Wing Area| 0.8544 | Cl|-0.34376606091258416
Lift| 40.034544332987814 | Velocity| 25.300941808314303 | Wing Area| 0.8544 | Cl|0.11950723037050875
Lift| 33.83508127705385 | Velocity| 25.26701894399787 | Wing Area| 0.8544 | Cl|0.10127258123330113
Lift| 32.005548231017734 | Velocity| 25.233872953533318 | Wing Area| 0.8544 | Cl|0.09604839536161652
Lift| 35.73602028958099 | Velocity| 25.198653542438457 | Wing Area| 0.8544 | Cl|0.10754350395592893
Lift| 43.2502522750369 | Velocity| 25.158324364940018 | Wing Area| 0.8544 | Cl|0.13057435462363182
Lift| 50.16670632556581 | Velocity| 25.110315730536822 | Wing Area| 0.8544 | Cl|0.15203511568556205
Lift| 54.148773648730625 | Velocity| 25.0540795187902 | Wing Area| 0.8544 | Cl|0.16484067701840638
Lift| 56.11153987587523 | Velocity| 24.99099377178895 | Wing Area| 0.8544 | Cl|0.17167924787714395
Lift| 58.76295315985334 | Velocity| 24.921947588170752 | Wing Area| 0.8544 | Cl|0.1807891337827585
Lift| 64.02014288647307 | Velocity| 24.846057054004103 | Wing Area| 0.8544 | Cl|0.19816837588398242
Lift| 70.27793389494505 | Velocity| 24.76110237955322 | Wing Area| 0.8544 | Cl|0.21903408394655888
Lift| 74.52367348660617 | Velocity| 24.665709936186147 | Wing Area| 0.8544 | Cl|0.23406672664840264
Lift| 75.85604696732914 | Velocity| 24.56115725894512 | Wing Area| 0.8544 | Cl|0.24028420445576001
Lift| 75.6155990680486 | Velocity| 24.449962336585767 | Wing Area| 0.8544 | Cl|0.24170613597186774
Lift| 75.52844931584661 | Velocity| 24.333543911544457 | Wing Area| 0.8544 | Cl|0.24374319975488415
Lift| 77.50284810323114 | Velocity| 24.21171295330602 | Wing Area| 0.8544 | Cl|0.252638361990828
Lift| 79.06039726488464 | Velocity| 24.083312443838867 | Wing Area| 0.8544 | Cl|0.2604709053266194
Lift| 76.01999281851761 | Velocity| 23.949343569026503 | Wing Area| 0.8544 | Cl|0.25326388407884615
Lift| 68.0660864754321 | Velocity| 23.815165640340616 | Wing Area| 0.8544 | Cl|0.22932755218089915
Lift| 57.67476317343936 | Velocity| 23.686007373825078 | Wing Area| 0.8544 | Cl|0.19644218987549464
Lift| 48.196483104905745 | Velocity| 23.563423248760795 | Wing Area| 0.8544 | Cl|0.16587129980319817
Lift| 42.473875791972134 | Velocity| 23.445608887881477 | Wing Area| 0.8544 | Cl|0.14764934614772526
Lift| 40.689748559834854 | Velocity| 23.329408693243387 | Wing Area| 0.8544 | Cl|0.14285985691627953
Lift| 39.173965637358144 | Velocity| 23.212460030376313 | Wing Area| 0.8544 | Cl|0.13892738700971316
Lift| 36.46413658189464 | Velocity| 23.094665730302246 | Wing Area| 0.8544 | Cl|0.13063971985969386
Lift| 33.119951970200646 | Velocity| 22.97703828897877 | Wing Area| 0.8544 | Cl|0.11987655939944378
Lift| 29.86681333960946 | Velocity| 22.86007543163423 | Wing Area| 0.8544 | Cl|0.10921096303676614
Lift| 27.20267282726961 | Velocity| 22.743774180617727 | Wing Area| 0.8544 | Cl|0.10048915079626997
Lift| 25.070892363671955 | Velocity| 22.627909463771807 | Wing Area| 0.8544 | Cl|0.09356503723938284
Lift| 22.99514572637977 | Velocity| 22.5124277564311 | Wing Area| 0.8544 | Cl|0.0867010124802974
Lift| 20.38771330758476 | Velocity| 22.39770103770852 | Wing Area| 0.8544 | Cl|0.0776594478298884
Lift| 16.520227820907095 | Velocity| 22.284592310488527 | Wing Area| 0.8544 | Cl|0.06356811201260601
Lift| 10.629934707718851 | Velocity| 22.17439006896859 | Wing Area| 0.8544 | Cl|0.041310447391306404
Lift| -99.54708328721277 | Velocity| 22.06840060064873 | Wing Area| 0.8544 | Cl|-0.39058853311855923
Lift| 12.970660529169002 | Velocity| 21.95089854668635 | Wing Area| 0.8544 | Cl|0.051438720259847276
Lift| 5.970026639420903 | Velocity| 21.849721149521777 | Wing Area| 0.8544 | Cl|0.023895555924872247
Lift| -97.75110693065372 | Velocity| 21.751800452687142 | Wing Area| 0.8544 | Cl|-0.3947879882258414
Lift| 17.422546386891984 | Velocity| 21.642317618556223 | Wing Area| 0.8544 | Cl|0.07107825612313179
Lift| 16.684278229056776 | Velocity| 21.542212842570084 | Wing Area| 0.8544 | Cl|0.0687004316587641
Lift| 15.83058811338472 | Velocity| 21.442037238633947 | Wing Area| 0.8544 | Cl|0.06579571713340207
Lift| 13.965620789472032 | Velocity| 21.342175942279404 | Wing Area| 0.8544 | Cl|0.0585889238405396
Lift| 10.999994438785299 | Velocity| 21.243462948666362 | Wing Area| 0.8544 | Cl|0.046577321023738544
Lift| 7.476778096116462 | Velocity| 21.146632367013567 | Wing Area| 0.8544 | Cl|0.031949548726714294
Lift| 4.147109355036493 | Velocity| 21.05195895462719 | Wing Area| 0.8544 | Cl|0.017881054443559058
Lift| 1.570681739331999 | Velocity| 20.959292530814782 | Wing Area| 0.8544 | Cl|0.006832310949532433
Lift| -91.87967798406487 | Velocity| 20.868323487889853 | Wing Area| 0.8544 | Cl|-0.40315960513603577
Lift| 13.57631150141058 | Velocity| 20.767285281703376 | Wing Area| 0.8544 | Cl|0.06015268308192173
Lift| 11.731910462586983 | Velocity| 20.675176836733687 | Wing Area| 0.8544 | Cl|0.05244486133646356
Lift| 9.18539632285044 | Velocity| 20.58447813286215 | Wing Area| 0.8544 | Cl|0.04142388665590338
Lift| 5.794877896729219 | Velocity| 20.495956361185808 | Wing Area| 0.8544 | Cl|0.02635970716250094
Lift| 1.5983834690267176 | Velocity| 20.41039811962996 | Wing Area| 0.8544 | Cl|0.007331801433994228
Lift| -90.32274367538024 | Velocity| 20.328443266902767 | Wing Area| 0.8544 | Cl|-0.4176587117482503
Lift| 5.703274394850981 | Velocity| 20.23705679671869 | Wing Area| 0.8544 | Cl|0.026611063600234075
Lift| 0.16734914658750935 | Velocity| 20.160611715955504 | Wing Area| 0.8544 | Cl|0.0007867717514696282
Lift| -90.53516260799321 | Velocity| 20.088578631994498 | Wing Area| 0.8544 | Cl|-0.4286980762001582
Lift| 3.0243096178031177 | Velocity| 20.006765937167643 | Wing Area| 0.8544 | Cl|0.014437936763353226
Lift| -1.6330883491343595 | Velocity| 19.940856378642476 | Wing Area| 0.8544 | Cl|-0.007847923059822043
Lift| -89.16322525121615 | Velocity| 19.878828045311177 | Wing Area| 0.8544 | Cl|-0.43115843097824014
Lift| 3.3541682748678663 | Velocity| 19.807330946771426 | Wing Area| 0.8544 | Cl|0.016336747559255238
Lift| -0.7483572990632115 | Velocity| 19.750645928399706 | Wing Area| 0.8544 | Cl|-0.0036658868774028797
Lift| -86.55562257963565 | Velocity| 19.69780556381254 | Wing Area| 0.8544 | Cl|-0.42627735203005984
Lift| 4.023312809804496 | Velocity| 19.63754364493602 | Wing Area| 0.8544 | Cl|0.019936188930387455
Lift| 0.3474150481662641 | Velocity| 19.589951905669114 | Wing Area| 0.8544 | Cl|0.001729874327715708
Lift| -2.9682189458387342 | Velocity| 19.545984423146347 | Wing Area| 0.8544 | Cl|-0.014846138351374605
Lift| -86.1676418895438 | Velocity| 19.50564523717577 | Wing Area| 0.8544 | Cl|-0.4327690887284669
Lift| 3.3537587850849016 | Velocity| 19.457683626689445 | Wing Area| 0.8544 | Cl|0.01692708656646763
Lift| 0.16572991035527052 | Velocity| 19.422495039377456 | Wing Area| 0.8544 | Cl|0.0008395054585795259
Lift| -2.8645005962737855 | Velocity| 19.390980568737962 | Wing Area| 0.8544 | Cl|-0.014557340552159986
Lift| -5.526797216523324 | Velocity| 19.36318344149919 | Wing Area| 0.8544 | Cl|-0.0281677837396504
Lift| -86.71253823064156 | Velocity| 19.339103093058384 | Wing Area| 0.8544 | Cl|-0.44303895003800964
Lift| 1.987800625437738 | Velocity| 19.30686207014172 | Wing Area| 0.8544 | Cl|0.010190185790745265
Lift| -0.45177515888432046 | Velocity| 19.28830424422157 | Wing Area| 0.8544 | Cl|-0.002320421704381348
Lift| -2.8237382173543977 | Velocity| 19.273394070596453 | Wing Area| 0.8544 | Cl|-0.014525821283059792
Lift| -4.887720239264162 | Velocity| 19.262213666577395 | Wing Area| 0.8544 | Cl|-0.025172515408162427
Lift| -6.611214776080383 | Velocity| 19.25476451553682 | Wing Area| 0.8544 | Cl|-0.03407512912500013
Lift| -86.28503940742155 | Velocity| 19.25108306278472 | Wing Area| 0.8544 | Cl|-0.4448953159464213
Lift| 2.1513379387280285 | Velocity| 19.239918200572724 | Wing Area| 0.8544 | Cl|0.011105416747963864
Lift| 0.4157341526171107 | Velocity| 19.241860076922098 | Wing Area| 0.8544 | Cl|0.0021456272004683197
Lift| -1.065169258275903 | Velocity| 19.247333869647587 | Wing Area| 0.8544 | Cl|-0.005494271692782937
Lift| -2.183536623436925 | Velocity| 19.25633741282324 | Wing Area| 0.8544 | Cl|-0.011252415844478558
Lift| -3.1430625446257974 | Velocity| 19.268878109317086 | Wing Area| 0.8544 | Cl|-0.01617606306956254
Lift| -4.20779679117801 | Velocity| 19.28508039539612 | Wing Area| 0.8544 | Cl|-0.021619443862875287
Lift| -5.436346274201926 | Velocity| 19.305145968727608 | Wing Area| 0.8544 | Cl|-0.02787363441588267
Lift| -6.646672342890893 | Velocity| 19.329220236497193 | Wing Area| 0.8544 | Cl|-0.03399446952885521
Lift| -86.44237986567092 | Velocity| 19.357283100924437 | Wing Area| 0.8544 | Cl|-0.4408294284063773
Lift| 4.598026665785501 | Velocity| 19.379254175176456 | Wing Area| 0.8544 | Cl|0.02339537630741026
Lift| 4.989929277076086 | Velocity| 19.41184396349471 | Wing Area| 0.8544 | Cl|0.02530425026596647
Lift| 5.298132249349753 | Velocity| 19.446992810258383 | Wing Area| 0.8544 | Cl|0.026770134595309553
Lift| 5.206232066649998 | Velocity| 19.484917486020457 | Wing Area| 0.8544 | Cl|0.026203484565100965
Lift| 4.637971845791221 | Velocity| 19.525990919225336 | Wing Area| 0.8544 | Cl|0.023245270763396275
Lift| 3.817625145381347 | Velocity| 19.570541505548906 | Wing Area| 0.8544 | Cl|0.019046722956552326
Lift| 3.21283270229479 | Velocity| 19.618662154356013 | Wing Area| 0.8544 | Cl|0.015950782828372978
Lift| 3.29161663768496 | Velocity| 19.67011946375629 | Wing Area| 0.8544 | Cl|0.016256532664011336
Lift| 4.31161300959858 | Velocity| 19.72441370434641 | Wing Area| 0.8544 | Cl|0.021176990171541787
Lift| 6.226459418293388 | Velocity| 19.7809135749716 | Wing Area| 0.8544 | Cl|0.03040752960253676
Lift| 8.71785544587192 | Velocity| 19.838996835720213 | Wing Area| 0.8544 | Cl|0.04232557965096059
Lift| 11.344922875404816 | Velocity| 19.898185417516206 | Wing Area| 0.8544 | Cl|0.05475291785162914
Lift| 13.729906559025164 | Velocity| 19.958248231140892 | Wing Area| 0.8544 | Cl|0.06586510812857324
Lift| 15.694221637950797 | Velocity| 20.01920940054758 | Wing Area| 0.8544 | Cl|0.07483049261114888
Lift| 17.291261323985008 | Velocity| 20.081238646799488 | Wing Area| 0.8544 | Cl|0.08193667701273358
Lift| 18.762084795093646 | Velocity| 20.144480535023042 | Wing Area| 0.8544 | Cl|0.0883489955312923
Lift| 20.287880678342948 | Velocity| 20.208913847429983 | Wing Area| 0.8544 | Cl|0.0949256116754163
Lift| 21.905066418674952 | Velocity| 20.27435169996096 | Wing Area| 0.8544 | Cl|0.10183176933450741
Lift| 23.543947597454803 | Velocity| 20.3405527718372 | Wing Area| 0.8544 | Cl|0.10873927863453811
Lift| 25.044150545892453 | Velocity| 20.40730725692844 | Wing Area| 0.8544 | Cl|0.11491257757630402
Lift| 26.236832859061852 | Velocity| 20.474555458751546 | Wing Area| 0.8544 | Cl|0.11959557565364742
Lift| 27.041119642442872 | Velocity| 20.542316072378153 | Wing Area| 0.8544 | Cl|0.12244992476719183
Lift| 27.491958317368717 | Velocity| 20.610595359044545 | Wing Area| 0.8544 | Cl|0.12366798084142697
Lift| 27.903499266995386 | Velocity| 20.679279293080302 | Wing Area| 0.8544 | Cl|0.12468681730700315
Lift| 28.68091551636348 | Velocity| 20.747756326777754 | Wing Area| 0.8544 | Cl|0.1273161214970414
Lift| 30.26302431082763 | Velocity| 20.81487104811042 | Wing Area| 0.8544 | Cl|0.1334742670252339
Lift| 32.459970224618125 | Velocity| 20.87886197959117 | Wing Area| 0.8544 | Cl|0.14228762737437534
Lift| 34.57546585608966 | Velocity| 20.938569361802717 | Wing Area| 0.8544 | Cl|0.15069772555906233
Lift| 35.85961703315491 | Velocity| 20.994185293800182 | Wing Area| 0.8544 | Cl|0.15546773182728657
Lift| 35.93425927740137 | Velocity| 21.04694426457805 | Wing Area| 0.8544 | Cl|0.15501126569154208
Lift| 34.89483592832137 | Velocity| 21.09866792815866 | Wing Area| 0.8544 | Cl|0.14979032197195188
Lift| 32.89682677938629 | Velocity| 21.150769392156583 | Wing Area| 0.8544 | Cl|0.14051876850895934
Lift| 30.162917001385892 | Velocity| 21.204263739764613 | Wing Area| 0.8544 | Cl|0.12819161283268668
Lift| 27.39585043143156 | Velocity| 21.25963808946454 | Wing Area| 0.8544 | Cl|0.11582590962875428
Lift| 25.2990271481304 | Velocity| 21.316326407095637 | Wing Area| 0.8544 | Cl|0.10639268393027076
Lift| 23.76221417135784 | Velocity| 21.37292239557785 | Wing Area| 0.8544 | Cl|0.09940122932514339
Lift| 21.917637796116207 | Velocity| 21.42887502424196 | Wing Area| 0.8544 | Cl|0.09120689454842396
Lift| 18.73774854065005 | Velocity| 21.485109995531317 | Wing Area| 0.8544 | Cl|0.07756662777882956
Lift| 13.409867306329332 | Velocity| 21.543727154321573 | Wing Area| 0.8544 | Cl|0.05520971017259113
Lift| 6.587948818202187 | Velocity| 21.607025778867857 | Wing Area| 0.8544 | Cl|0.02696453302929311
Lift| -0.022551745814506998 | Velocity| 21.675282404582312 | Wing Area| 0.8544 | Cl|-9.172406766486119e-05
Lift| -105.46897369402194 | Velocity| 21.74688479031359 | Wing Area| 0.8544 | Cl|-0.4261507723202853
Lift| 6.691409229836943 | Velocity| 21.80133008938509 | Wing Area| 0.8544 | Cl|0.02690198196990723
Lift| 1.466689563556372 | Velocity| 21.875657988274344 | Wing Area| 0.8544 | Cl|0.005856641213239366
Lift| -105.68586664168221 | Velocity| 21.95323683432686 | Wing Area| 0.8544 | Cl|-0.4190370802413449
Lift| 8.04559965242452 | Velocity| 22.015165150410493 | Wing Area| 0.8544 | Cl|0.031721023389326364
Lift| 2.515756373839417 | Velocity| 22.097558617002154 | Wing Area| 0.8544 | Cl|0.009844930616895536
Lift| -105.76469371750817 | Velocity| 22.18305848160686 | Wing Area| 0.8544 | Cl|-0.4107055153866139
Lift| 12.325491575264387 | Velocity| 22.252855054659175 | Wing Area| 0.8544 | Cl|0.04756258367909
Lift| 7.952154119162444 | Velocity| 22.33950454435304 | Wing Area| 0.8544 | Cl|0.030448814045721
Lift| 3.7036962721613143 | Velocity| 22.428982726903694 | Wing Area| 0.8544 | Cl|0.014068535109643177
Lift| -107.32223736436596 | Velocity| 22.52106596385127 | Wing Area| 0.8544 | Cl|-0.40433794538367707
